WA,17
DE,2
WI,5
WV,6
FL,37
WY,5
NH,4
NJ,7
NM,1
TX,33
LA,12
NC,18
ND,3
NE,5
TN,16
NY,14
PA,24
CA,40
NV,7
VA,14
CO,9
AK,3
AL,11
AR,6
VT,3
IL,16
GA,9
IN,18
IA,7
MA,11
AZ,8
ID,9
CT,8
ME,7
MD,8
OK,14
OH,17
UT,10
MO,15
MN,15
MI,11
KS,4
MT,3
MS,2
SC,8
KY,15
OR,7
