WA,22
DE,5
WI,8
WV,3
HI,1
FL,20
WY,1
NH,1
NJ,8
NM,6
TX,37
LA,4
NC,15
ND,5
NE,1
TN,7
NY,17
PA,17
AK,1
NV,6
VA,18
CO,13
CA,25
AL,6
AR,4
IL,17
GA,12
IN,18
IA,4
MA,8
AZ,11
CT,4
ME,4
MD,7
OK,8
OH,22
UT,10
MO,8
MN,10
MI,14
RI,1
KS,7
MT,2
MS,6
SC,9
KY,7
OR,5
