WA,17
DC,1
WI,4
WV,1
FL,39
WY,2
NH,3
NJ,1
NM,1
TX,38
LA,4
AK,1
NC,15
ND,2
NE,4
TN,11
NY,10
PA,13
RI,2
NV,7
VA,14
CO,19
CA,32
AL,5
AR,6
IL,12
GA,15
IN,8
IA,5
OK,7
AZ,14
ID,8
CT,4
ME,3
MD,9
MA,8
OH,22
UT,14
MO,16
MN,6
MI,15
KS,7
MT,4
MS,2
SC,4
KY,6
OR,10
