WA,25
DE,1
WI,14
WV,10
HI,2
FL,42
WY,2
NH,4
NJ,17
NM,11
TX,68
LA,9
NC,26
ND,3
NE,11
TN,25
NY,36
PA,50
CA,51
NV,5
VA,27
CO,18
AK,6
AL,9
AR,13
VT,1
IL,25
GA,30
IN,15
IA,1
MA,14
AZ,22
ID,8
CT,14
ME,5
MD,13
OK,9
OH,41
UT,9
MO,19
MN,11
MI,24
KS,13
MT,6
MS,7
PR,1
SC,13
KY,16
OR,15
SD,4
