975,2,0,0,0
980,16,8,4,7
981,26,4,1,2
982,53,7,7,12
983,51,3,0,0
984,17,4,5,5
985,28,10,8,7
987,32,108,66,60
990,84,21,16,13
996,23,9,26,10
1003,3,1,0,2
1006,16,7,8,5
1008,32,107,9,95
1009,34,4,21,7
1010,80,12,20,10
1013,84,92,21,103
1016,37,102,127,53
1025,39,109,9,97
1029,41,88,53,85
1043,23,38,10,37
1052,19,9,25,11
