90113,0
16387,1
8200,0
16394,0
90124,1
13,2
65550,1
7911,0
57364,1
57367,1
8217,0
49186,1
35,1
65572,1
57381,1
42,1
41004,1
28680,0
49206,1
49218,1
57411,1
106565,1
24649,0
57418,1
81999,0
57425,1
65622,1
32855,0
16472,0
41055,0
49251,1
8292,1
106597,1
57452,0
49262,1
49265,0
106612,1
32885,0
106615,1
98429,1
41089,1
55379,1
32899,1
41093,1
24713,0
98444,1
106641,1
16534,1
98456,1
106651,1
57501,1
98470,1
8359,0
68295,0
173,0
90289,0
188,0
106689,1
194,3
106694,1
32972,1
98516,1
98523,1
98531,1
106724,1
57574,1
41191,0
65777,1
41204,1
41205,1
33015,1
8440,2
82172,1
106752,1
49410,0
31446,0
73995,1
106765,1
41233,1
106770,1
45102,1
90392,0
16670,1
49443,1
106790,1
24872,2
41257,1
4146,2
49456,1
12831,0
106812,1
33085,1
41280,2
41284,1
33101,1
8537,0
98650,1
41310,1
41312,1
57699,1
54674,1
41334,0
98689,1
106891,1
102466,1
49550,1
16785,0
41363,1
27374,0
8605,2
8613,0
49575,1
8621,0
74160,0
49604,0
25030,1
65992,1
49611,0
41425,2
49618,1
467,3
106966,1
57823,1
74213,0
106982,1
41456,0
16887,1
8697,2
98811,1
33278,2
33279,2
8704,0
8705,0
16470,0
57862,0
76545,1
521,2
73816,0
82452,1
82458,0
98845,1
8736,0
25122,2
33320,1
107054,1
98864,1
25137,0
8754,1
57909,1
16916,0
5557,0
41537,0
107075,1
82502,1
107084,1
25166,2
41551,0
90705,1
98898,1
107093,1
98905,1
8794,0
107104,1
16994,2
27409,2
57962,1
8811,2
17005,0
98928,1
41587,2
57974,1
66174,0
98946,1
17028,0
41609,2
107153,1
90776,1
98969,1
33448,1
25262,0
25263,1
107187,1
41654,1
49847,1
69037,1
25276,0
107200,1
99010,1
107207,1
712,0
57463,0
58063,1
66257,1
66258,1
49877,0
25306,2
95695,1
65492,0
33515,2
75218,1
41710,0
8943,0
33536,1
49922,0
58118,1
58120,1
41741,0
107280,1
791,1
107288,1
41757,0
49953,0
107298,1
33574,0
99111,1
33577,0
99114,1
33584,1
66361,0
17212,1
107326,1
25409,0
33602,0
99139,1
58180,0
41799,1
99151,1
848,3
41809,0
42467,0
50008,0
107353,1
41821,2
99166,1
58216,1
99180,1
107373,1
879,3
17269,3
9078,0
99193,1
17274,2
24726,1
41872,1
32920,0
17302,1
41879,0
50084,1
86423,0
8349,0
9138,2
9142,0
30196,0
50108,1
9150,3
17346,2
50119,0
91082,0
9167,2
99281,1
41944,0
41946,0
58331,1
107484,1
17375,3
17377,1
58343,1
74728,1
46588,2
50154,0
41964,1
9197,2
25584,1
58354,1
99315,1
58360,1
99325,1
58367,1
17412,1
9221,3
91151,0
74775,1
1050,3
82688,1
99365,1
25638,0
107562,1
50219,1
33836,0
91181,1
9267,2
42038,1
99383,1
99385,1
9274,2
17469,0
7674,0
107590,1
99404,1
2914,2
1108,0
66646,1
99416,1
9305,0
58458,1
17499,0
107613,1
17503,1
4283,2
99428,1
33893,2
50278,1
33897,0
9330,3
72553,0
66683,0
107646,1
107652,1
42119,2
107659,1
25740,2
105325,1
1168,0
58514,1
71194,0
58533,1
25768,1
50346,1
58539,0
105061,1
50356,1
50361,1
58557,1
99522,1
1220,3
66759,1
45261,1
107732,1
50392,1
25817,1
107740,1
17633,0
66786,1
42211,2
91367,0
34026,0
58603,1
83181,1
94419,1
99573,1
58614,1
25847,0
41172,0
107771,1
17663,2
99586,1
42246,0
42254,2
50455,1
42264,0
42266,2
83229,0
91422,1
107807,1
50470,0
99633,1
25906,2
50484,1
9526,0
25914,2
43914,0
34111,0
83267,0
42312,0
1354,2
83282,1
1364,2
107862,1
54842,0
99679,0
107873,1
107875,1
9572,0
34156,0
1394,3
30270,0
25977,2
17788,0
91519,1
42371,0
25990,0
58945,1
9610,2
42379,2
9613,0
83342,1
42383,2
99730,1
107923,1
17820,0
26014,2
42401,2
107938,1
1444,0
58790,1
83370,0
26032,1
58803,1
34231,2
50621,0
42436,0
34245,0
1487,0
34257,1
17874,3
34259,1
26069,0
107990,1
99801,1
1498,0
58698,0
58845,1
91615,0
108003,1
1508,0
26087,0
35512,0
9724,3
17920,3
17931,0
34322,2
99859,1
50711,1
1565,0
58912,0
9761,0
108068,1
1573,3
42535,0
26157,0
67120,1
108084,1
99893,1
42550,0
108087,1
58937,2
1601,3
108106,1
108113,0
50787,2
34391,0
91739,0
99939,1
99940,1
108133,1
67180,0
58992,0
99954,1
50803,1
108150,1
56521,1
42619,2
34430,0
91776,0
108162,1
99971,1
108169,1
43970,1
50831,1
